Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1580683417.9676147,229,1580683417,967020988,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683418.968798,230,1580683418,968153953,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683419.969895,231,1580683419,969258069,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683420.9689264,232,1580683420,968269109,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683421.9650083,233,1580683421,964391946,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683422.9701068,234,1580683422,969460964,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683423.9700866,235,1580683423,969484090,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683424.9695337,236,1580683424,968978881,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683425.9668021,237,1580683425,966128110,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683426.9688692,238,1580683426,968211889,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683427.962825,239,1580683427,962104082,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683428.9701014,240,1580683428,969500064,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683429.9699612,241,1580683429,969284057,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683430.9689999,242,1580683430,968322992,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683431.96937,243,1580683431,968718051,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683432.9690304,244,1580683432,968360900,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683433.9685676,245,1580683433,967711925,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683434.9692876,246,1580683434,968602895,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683435.993878,247,1580683435,993199110,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683436.969108,248,1580683436,968501091,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683437.9684927,249,1580683437,967736959,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683438.9684787,250,1580683438,967601060,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683439.9952264,251,1580683439,994467973,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683440.9691672,252,1580683440,968537092,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683441.9937224,253,1580683441,992993116,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683442.9760988,254,1580683442,975403070,gps,42.1231818,71.03382380000001,10.300000190734863,331885.1875769744,4665454.851389613,19,T
1580683443.967628,255,1580683443,967052936,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683444.9698913,256,1580683444,969207048,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683445.9697425,257,1580683445,969168901,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683446.9737403,258,1580683446,972976922,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683447.9696598,259,1580683447,969024896,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683448.994526,260,1580683448,993953943,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683449.9691582,261,1580683449,968435049,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683450.9688334,262,1580683450,968151092,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683451.9638622,263,1580683451,963071107,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683452.9942992,264,1580683452,993644952,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683453.9705203,265,1580683453,969856977,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683454.9946978,266,1580683454,993948936,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683455.9692595,267,1580683455,968538999,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683456.9698608,268,1580683456,969098091,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683457.9680295,269,1580683457,967336893,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683458.9696708,270,1580683458,969082117,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683459.9628391,271,1580683459,962270021,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683460.9701896,272,1580683460,969623088,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683461.96852,273,1580683461,967737913,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683462.969752,274,1580683462,969146966,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683463.9700105,275,1580683463,969336986,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683464.9791129,276,1580683464,978360891,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683465.9687874,277,1580683465,968170881,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683466.9739165,278,1580683466,973140954,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683467.9741964,279,1580683467,973511934,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683468.9742088,280,1580683468,973603010,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683469.9631562,281,1580683469,962547063,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683470.9738367,282,1580683470,973223924,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683471.9739523,283,1580683471,973398923,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683472.9738157,284,1580683472,973253011,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683473.9701943,285,1580683473,969593048,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683474.9704242,286,1580683474,969827890,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683475.9657114,287,1580683475,964951038,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683476.9763474,288,1580683476,975636959,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683477.9702134,289,1580683477,969583988,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683478.972861,290,1580683478,972151041,gps,42.1231824,71.0338244,10.300000190734863,331885.1395660457,4665454.919194002,19,T
1580683479.9736505,291,1580683479,973022937,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683480.9705193,292,1580683480,969780921,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683481.9692054,293,1580683481,968564987,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683482.9738104,294,1580683482,973140954,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683483.9676623,295,1580683483,966973066,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683484.9732687,296,1580683484,972662925,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683485.9987364,297,1580683485,998033046,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683486.9731815,298,1580683486,972592115,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
