Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,offset_utm_easting,offset_utm_northing,offset_header.stamp.secs
1580683193.96351,5,1580683193,962775945,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,0
1580683194.98712,6,1580683194,986450910,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,1
1580683195.96316,7,1580683195,962483882,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,2
1580683196.96446,8,1580683196,963778018,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,3
1580683197.98879,9,1580683197,988142967,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,4
1580683198.96505,10,1580683198,964457988,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,5
1580683199.96604,11,1580683199,965265989,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,6
1580683200.96871,12,1580683200,967978954,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,7
1580683201.96806,13,1580683201,967439889,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,8
1580683202.96847,14,1580683202,967730045,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,9
1580683203.99479,15,1580683203,994085073,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,10
1580683204.96919,16,1580683204,968506097,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,11
1580683205.97705,17,1580683205,976295948,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,12
1580683206.96366,18,1580683206,962821006,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,13
1580683207.96909,19,1580683207,968322038,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,14
1580683208.96926,20,1580683208,968417882,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,15
1580683209.96912,21,1580683209,968506097,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,16
1580683210.96904,22,1580683210,968305110,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,17
1580683211.96204,23,1580683211,961347103,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,18
1580683212.96397,24,1580683212,963375091,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,19
1580683213.96435,25,1580683213,963725090,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,20
1580683214.96915,26,1580683214,968456029,gps,42.12318,71.0338214,10.1999998092651,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,21
1580683215.9728,27,1580683215,972130060,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,22
1580683216.96923,28,1580683216,968543052,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,23
1580683217.96889,29,1580683217,967999935,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,24
1580683218.96284,30,1580683218,962219953,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,25
1580683219.96232,31,1580683219,961625099,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,26
1580683220.97051,32,1580683220,969750881,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,27
1580683221.97058,33,1580683221,969868898,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,28
1580683222.96612,34,1580683222,965435028,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,29
1580683223.97057,35,1580683223,969821929,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,30
1580683224.96613,36,1580683224,965454101,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,31
1580683225.96485,37,1580683225,964232921,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,32
1580683226.97316,38,1580683226,972574949,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,33
1580683227.97271,39,1580683227,972084999,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,34
1580683228.96532,40,1580683228,964663028,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,35
1580683229.96916,41,1580683229,968477964,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,36
1580683230.966,42,1580683230,965348958,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,37
1580683231.96948,43,1580683231,968799114,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,38
1580683232.9954,44,1580683232,994631052,gps,42.12318,71.0338214,10.3000001907349,331885.381207578,4665454.64679509,19,T,1.38120757753495,0.646795090287924,39
1580683233.96916,45,1580683233,968458890,gps,42.1231806,71.0338214,10.3000001907349,331885.382794456,4665454.71341812,19,T,1.38279445632361,0.713418117724359,40
